INC;Código;Descrição;Quantidade;Valor Total LÌquido;% Lucratividade;Lucro;
T;117327;BALOES BALLOONS PIC PIC RSA BBY TAM 9 ;5;87,95;21,21;18,65;
T;103417;LIMP PES VEJA GOLD LARANJA 500ML ;5;39,95;21,11;8,43;
F;20301;MIST BOLO CHOCOMOU EXTRACREM 390G ;5;44,95;21,02;9,45;
T;107597;ENX BUCAL LISTERINE COOL MINT 500ML;5;119,95;20,37;24,43;
T;123693;TINT MAXTON RUIVO MARSALA 8.26 ;5;49,95;20,32;10,15;
F;121149;CR DENTAL SORRISO KIDS MEL 50G ;5;43,95;20,27;8,91;
F;105749;BALOES GRAN FESTA VDE TAM 6.5 ;5;45,95;20,15;9,26;
T;17565;VINHO M REALE TINTO SUAVE 375ML ;5;59,95;20,07;12,03;
F;16430;CERV LEFFE BLONDE 330ML ;5;63,95;19,57;12,51;
T;25244;CROCANTISSIMO PERU E REQUEIJAO 40G ;5;14,95;19,42;2,9;
F;100990;ADOC LINEA STEVIA LIQ 60ML ;5;91,45;19,38;17,72;
T;21307;HALLS BAG EXTRA FORTE 3UND 82,5G ;5;14,95;19,26;2,88;
T;12945;LASANHA CONG SEARA CALABRESA 600G ;5;109,95;18,62;20,48;
F;16462;PINHO BRIL ACCEPT LAVANDA BICO 500ML ;5;32,45;18,48;6;
T;22615;BISC CREAM CRACKER MARILAN 300G ;5;49,95;18,33;9,16;
T;123308;POLIDOR METAIS SILVO 200ML ;5;144,95;17,54;25,43;
F;115393;BALOES GRAN FESTA BCO TAM 6.5 ;5;42,95;17,52;7,53;
F;22577;SAZON AMARELO LEGUMES 40G ;5;19,95;16,83;3,36;
F;114205;AJI-NO-MOTO REALC REFIL 100G ;5;33,95;16,57;5,62;
T;21892;FRALDA INF SAPEKA MEGA XXG ;5;180,21;16,43;29,61;
T;22877;BISC TRIUNF CACAU E CEREAIS 135G ;5;12,45;15,3;1,91;
T;26090;ESPUMANTE CHANDON ROSE 750ML ;5;529,96;15,18;80,46;
F;108091;MOLHO SHOYU SATIS SUAVE 500ML ;5;49,95;14,71;7,35;
T;17060;ATIVADOR CACHOS SALON LINE OL DE MANGA 300ML ;5;80,38;14,23;11,44;
F;20764;MOLHO DE PIMENTA VERMELHA DUBOM 150ML ;5;12,45;13,6;1,69;
T;100888;FERMENTO PO DR OETKER PT 200G ;5;44,95;13,47;6,05;
T;10231;CHA ERVA DOCE CAMPILAR 10G ;5;8,55;12,98;1,11;
T;101626;BEB FRUTA FAZENDINHA 5L ;5;136,95;12,49;17,1;
T;10862;DESENT PO FORCA AZUL PIA E RL 300G ;5;40,95;12,33;5,05;
T;22369;CLORO MULTIACAO 3 EM1 ATCLLORO  10KG ;5;1.415,97;12,09;171,14;
F;101373;AGUARD YPIOCA OURO EMPALHADA 965ML ;5;399,95;11,34;45,37;
T;17991;LOCAO CORP J&J D CAMOM 400ML ;5;84,95;8,79;7,47;
F;120299;SABAO LIQ ARIEL CLASS BCO/COLOR REF 700ML ;5;109,95;7,52;8,27;
T;108368;MOLHO PIM DO VELINHO MALAG 270ML ;5;84,95;6,65;5,65;
F;10015;NISSIN ESPAGUETE T5 500G ;5;35,45;3,1;1,1;
F;23887;COND H FLY DISCIPLIN OL ABACATE 275ML ;5;62,6;0;0;
T;123770;SUPORTE P/TV UNIVERSAL JB 10A100 ;5;174,45;-15,68;-27,35;
F;20098;COND GOTA MATIZ 3D PLATINADO 300ML ;5;83,2;-18,8;-15,64;
F;117963;ALMONDEGA TRADICIONAL KG ;4,98;84,58;52,92;44,76;
T;12757;QUEIJO MINAS FRESCAL TOYA KG ;4,93;265,87;19,85;52,77;
T;12760;RICOTA FRESCA TOYA KG ;4,91;171,32;9,47;16,23;
T;114132;LING CALAB DEF AURORA KG ;4,79;138,82;20,98;29,13;
F;115947;RUCULA KG ;4,74;189,6;58,23;110,39;
F;26016;BACON DEFUMADO NOBRE KG ;4,69;196,85;30,72;60,48;
T;15929;MISTO REPOLHO KG ;4,66;46,62;47,1;21,96;
F;14469;PERU INT CMIUDOS TEMP CONG PERDIGAO KG ;4,46;142,74;17,07;24,36;
F;15926;KIT MAXIXE C/ QUIABO KG ;4,44;66,66;0,13;0,09;
F;20245;BOLO FRUTAS CRISTALIZADAS KG ;4,43;97,42;49,98;48,69;
F;25803;PAVE KG ;4,42;185,7;57,83;107,39;
T;17410;PICANHA RESF FRIZAM KG ;4,4;439,96;19,99;87,96;
F;15319;BATATA BOLINHA KG ;4,38;62,48;22,97;14,35;
T;21159;BOLO DE LEITE CONDENSADO KG ;4,35;82,52;52,6;43,41;
F;12077;TORTA GELADA CUPULATE;4,27;183,73;53,39;98,09;
F;20046;MOUSSE LEITE NINHO KG;4,26;225,92;50,95;115,1;
F;25417;TRASEIRO CHULETA;4,17;150,07;29,14;43,73;
T;101865;BATATA ROXA ESC KG ;4,13;17,29;16,5;2,85;
T;20117;AVE SEARA FIESTA KG ;4,11;88,74;-5,2;-4,62;
F;23127;UVA VERDE S/SEMENTES KG ;4,04;96,83;26,81;25,96;
T;17744;GARFO MESA INOX TRAMONTINA LEME VER ;4;13,56;72,74;9,86;
T;14126;ESPETO MOR  DUPLO 55CM ;4;51,96;70,2;36,48;
F;17850;MINI NAKE DE CAKE UN ;4;59,96;66,71;40;
F;21044;SUCO 400ML LIMAO E LARANJA;4;31,96;66,23;21,17;
T;16093;MINI COLOMBA BAUDUCCO FRUTAS 100G ;4;55,96;64,4;36,04;
F;18133;VASO REDONDO VERDE N∞17 ;4;27,16;63,16;17,15;
T;21559;TAPIOCA C/ QJO, PRES E OVO;4;47,96;58,3;27,96;
F;15880;CLIPES N∞3/0 NIQUELADO ;4;19,96;55,63;11,1;
F;15012;ESPETO SIMPLES MOR 75 UN ;4;79,96;55,15;44,1;
T;108503;SAB FRANCIS CLASS 90G ;4;16,76;55,13;9,24;
T;17764;TABUA RETANGULAR TRAMONTINA ;4;139,96;52,07;72,88;
F;24592;ABRIDOR DE GARRAFAS BOTECO ;4;27,96;50,89;14,23;
T;24581;GANCHO ADESIVO PLASTICO 3PCS WINCY ;4;55,96;50,47;28,24;
T;24447;BACIA VERDE GRANDE PLASMONT 5LT ;4;39,96;50,33;20,11;
F;107692;SHA SEDA LISO EXTR 325ML ;4;39,96;50,25;20,08;
F;104390;PENEIRA ALVES 9CM ;4;19,96;49,83;9,95;
T;24469;COPO CRISTAL PLASNORTHON 400ML ;4;39,96;49,42;19,75;
T;15981;GARRAFA TERMICA PRESSAO NOBILE VER 1L ;4;183,6;48,37;88,81;
T;18879;PURIFIC BOM AR AERO FRESC DO CAMPO 360ML ;4;31,96;48,13;15,38;
T;24580;GANCHO ADESIVO PLASTICO GRANDE 3PCS ;4;55,96;47,61;26,64;
T;24618;FACA TRAMONTINA PEIXEIRA INOX DYNAMIC 9 ;4;143,96;47,1;67,81;
F;24627;CARREGADOR USB PARA CELULAR CARGA RAPIDA 8.1A ;4;127,96;46,86;59,96;
F;18599;BATERIA DURACELL LITIO (CR2032) ;4;39,96;46,51;18,59;
F;24188;SACO CROMUS PEROL 35X54 ANA ;4;7,16;46,26;3,31;
T;15062;BALAO N 6.5 IBRINK VERDE ;4;31,96;45,82;14,64;
T;24611;BALAO PIC PIC AMARELO RED C 50UN ;4;79,96;45,4;36,3;
F;10881;VELA BIG IBRINK ROSA N 4 ;4;19,96;44,86;8,95;
T;10860;VELA BIG IBRINK AZUL N 5 ;4;19,96;44,86;8,95;
T;10859;VELA BIG IBRINK AZUL N4 ;4;19,96;44,86;8,95;
F;18393;MASSAG BALSAMO CANELA DE VELHO 180G ;4;43,96;43,68;19,2;
F;18828;REPELENTE LOCAO BARUEL FAMILY 200ML ;4;99,96;43,17;43,15;
T;10876;VELA BIG IBRINK ROSA N 0 ;4;17,16;43,15;7,41;
F;24486;COLHER P SORVETE COLOR EURO ;4;35,96;43,1;15,5;
F;105975;BATERIA PANASONIC ALC 9V ;4;79,96;42,9;34,3;
F;108571;GIZ DE CERA ACRILEX ESC 12UN ;4;25,56;42,84;10,95;
F;19786;ESTILETE PEQ 9MM (REF:91410) UN ;4;9,96;42,43;4,23;
T;24314;LAVA TODO ARCA PLAST ;4;31,96;41,91;13,39;
F;12643;PRATO DURALEX DE SOPA ;4;33,96;41,19;13,99;
T;17063;AMPOLA H FLY G MILAG QUERAT 10ML ;4;9,96;40,75;4,06;
T;24281;EXTENSAO DANEVA POP S.0,75 5M 3T ;4;115,96;40,7;47,19;
T;112749;BORRACHA BRANCA TS-2000 UN ;4;5,96;40,53;2,42;
T;17735;GARFO TRAMONTINA TRINC INOX UTILITA ;4;67,96;40,38;27,44;
T;17740;GARRAFA TERMICA TRAMONTINA 1L VERM ;4;195,96;40,26;78,89;
T;15669;GARRAFA MOR WATER TO GO 750ML ;4;100,76;40,13;40,43;
F;11044;ESTILETE JOCAR GR PROF ;4;31,96;40,08;12,81;
T;17769;GRELHA ACO INOX TRAMONTINA ;4;351,96;40,07;141,02;
F;20122;GARRAFAO TERM VIDA MOR 5L ;4;199,96;40,06;80,1;
F;16610;JOGO DOMINO 28PCS ;4;119,96;40,01;48;
T;24183;FITA FORTE ADERE 12X2M TRANSPARENTE ;4;55,16;40,01;22,07;
F;111851;COND TURMA DA XUXINHA CAMOMILA 210ML ;4;59,96;39,76;23,84;
F;24443;PLACA DEC FRASES 20X42 ;4;143,96;39,48;56,84;
T;25526;ALPISTE 150G ;4;21,16;39,46;8,35;
T;24178;CADERNO C.D 1/4 80FLS ESP. PERFORMANCE ;4;35,96;39,03;14,03;
T;19731;DESINF MULT LYSOL PUREZ DO ALGOD 500ML ;4;19,96;38,87;7,76;
F;10921;VELA MAGIC IBRINK ROSA N 4 ;4;19,96;38,85;7,75;
T;21584;BARRA CEREAL NUTRY BOLO CHOC 22G ;4;7,96;38,69;3,08;
F;103181;TINT COR&TON LOUR ESC ACI 6.1 ;4;43,06;38,31;16,5;
T;15064;BALAO N 8 IBRINK AMARELO ;4;31,96;38,31;12,24;
T;106412;CADEADO PAPAIZ 35MM ;4;159,96;38,16;61,05;
T;109829;GEL FIX EX SET VDE 230G ;4;27,96;37,48;10,48;
F;109257;GEL FIX EX SET INC 230G ;4;27,96;37,48;10,48;
F;114114;NOTE FIX AZL 76X102 C100FLS ;4;23,96;37,45;8,97;
T;24607;BALAO PIC PIC VERM RED C 50UN ;4;67,96;37,39;25,41;
F;115748;SAB LIQ KIZZ MORANGO 250ML ;4;33,96;37,22;12,64;
F;17362;FITA ADESIVA DUREX TRANSP 12MMX30M FLOW ;4;11,96;37,19;4,45;
F;23795;KIT MB PENTE ESCOVA BEM EC ;4;95,96;37,18;35,68;
T;25276;CREME TRAT SKALA DIVINO POTINHO 1KG ;4;43,96;37,16;16,34;
T;24347;BACIA C TAMPA TRITEC 36L ;4;75,96;36,75;27,91;
F;11086;PINCEL ARTISTICO CONDOR N∫08 ;4;13,96;36,74;5,13;
F;102941;SHA HEAD SHOULDERS MEN 3EM1 200ML ;4;75,96;36,59;27,79;
T;11331;ESCOVA CABELO CONDOR RAQUETE FLOURS ;4;75,96;36,5;27,73;
T;110198;OLEO CORP MURIEL COCO 100ML ;4;55,96;36,38;20,36;
F;18921;VINAGRE BALSAMICO ROSANI 500ML ;4;59,96;36,38;21,81;
T;10906;VELA MAGIC IBRINK AZUL N 9 ;4;19,96;36,37;7,26;
T;23300;CR PENT ALYNE REPARACAO TOTAL 300G ;4;31,96;36,3;11,6;
F;24286;CONJ 4PECAS JAGUAR EGITO ;4;59,96;36,26;21,74;
T;24326;POTE IGARATIBA JOANINHA 2100ML ;4;47,96;36,25;17,39;
T;108333;CAD FORONI JUMP 10MAT ;4;73,96;36,24;26,8;
T;124018;CR PENT SALON LINE SOS SUP OLEO 300ML ;4;79,96;36,22;28,96;
T;10795;SAND HAVAIANA POWER 2.0 PTO 41/2 ;4;199,96;36,12;72,23;
T;24380;COPO UZ SOLIDO ROSA 500ML ;4;31,96;36,12;11,54;
F;14797;CR TRAT ELSEVE LONGO DOS SONHOS 300G ;4;83,96;36,1;30,31;
F;103062;ESM IMPALA TOP BLANC 7,5ML ;4;15,96;36,09;5,76;
F;23833;ESM IMP PER PARAISO ;4;15,96;36,09;5,76;
F;26021;PAPEL ALUM EMBALAR MAIS 30X4MT ;4;15,96;36,09;5,76;
T;23826;ESM IMP CREM BUQUE ;4;15,96;36,09;5,76;
T;23662;ESC DENT COLG EXTRA CLEAN MED ;4;45,96;36,03;16,56;
T;119392;KIT SHA+COND SALON LINE HIDRA BABOSA ;4;103,96;35,99;37,41;
F;23769;CR PENT MILENA CACHOS 250ML ;4;49,96;35,95;17,96;
F;24128;TOALHA LOVELLE OURO 30X45CM;4;19,96;35,87;7,16;
F;24135;TOALHA LOVELLE PISTACHE 30X45CM;4;19,96;35,87;7,16;
F;24140;TOALHA DE BAN LINH NOBRE 70CMX1 40M ;4;183,96;35,86;65,96;
F;110248;COTONETE FLEX COTTONBABY 75UN ;4;11,16;35,84;4;
T;22037;MEL COM PROPOLIS E POEJO 40G ;4;27,96;35,83;10,02;
T;22035;MEL COM PROPOLIS E AGRIAO 40G ;4;27,96;35,83;10,02;
F;113577;COND PANTENE BRI EXT 175ML ;4;67,96;35,78;24,32;
T;23937;TINT BEAUTY KIT 12.112 LOUR CL CINZ;4;67,96;35,73;24,28;
T;24319;POTE JAZZ AZULEJOS TIBA 600ML ;4;27,96;35,7;9,98;
T;120838;BOCAL C/RABICHO PTO UN ;4;23,96;35,68;8,55;
T;115462;OLEO CAP NIELY GOLD COMP/FORT 42ML ;4;63,96;35,47;22,69;
T;17387;FITA ADS DUREX TRANSP 12MMX10M ;4;35,96;35,28;12,69;
T;23790;ESCOVA MB OVAL ALMOF PEQ VIVID ;4;67,96;35,26;23,96;
T;23792;ESCOVA MB UD RAQ ALMOF ;4;146,96;35,21;51,74;
F;23635;CR TRAT ELSEVE CACHOS DOS SONHOS 300ML ;4;89,96;35,17;31,64;
F;21509;REPELENTE LOCAO BARUEL KIDS 100ML ;4;35,96;35,15;12,64;
T;104900;PEDIGREE JUNIOR/FILHOTE 1KG ;4;149,96;35,04;52,54;
T;115799;CR TRAT SKALA REST 12EM1 1KG ;4;39,96;35,04;14;
T;24004;AMPOLA PANT NUTRE CRESCE BAMBU C/3UN ;4;91,96;35,01;32,19;
F;11798;GEL EXCEED VERT 250G TRANSPARENTE 250G ;4;29,16;34,98;10,2;
T;16749;SAL ROSA FINO SCH 500G ;4;76,36;34,96;26,7;
T;16750;SAL ROSA GROSSO SCH 500G ;4;76,36;34,96;26,7;
F;119370;GEL FIX MURIEL TEEN INC 180G ;4;27,96;34,91;9,76;
T;22062;ESCOVA PARA CABELO ECOLOGICA ;4;63,96;34,87;22,3;
T;19468;PRESERV PRUDENCE ULTRA S 3UN ;4;29,96;34,85;10,44;
T;21400;SAND HAV TOP DISNEY AZUL 39/40 ;4;119,96;34,74;41,68;
T;21401;SAND HAV TOP DISNEY AZUL 41/42 ;4;119,96;34,74;41,68;
T;11785;KIT SH/CD DABELLE LISO ARRASADOR 200ML ;4;91,96;34,7;31,91;
T;104446;COND KOLENE ORIG 500ML ;4;43,96;34,58;15,2;
F;23762;OLEO CAP EXCEED COCO 90ML ;4;33,96;34,51;11,72;
T;23838;PROT LABIAL NIVEA ROSA MOSQ 4,8G ;4;115,96;34,46;39,96;
F;104443;COND KOLENE ORIG 90ML ;4;19,96;34,42;6,87;
T;103982;TORNEIRA GRAP JARDIM BR 1/2 ;4;23,96;34,38;8,24;
F;21696;RACAO FUNNY BUNNY BLEND 500G ;4;59,96;34,22;20,52;
F;123587;RACAO DOGMIL P/CAO MINI RACAS 1KG ;4;71,96;34,09;24,53;
F;11790;SAB LIQ CR KIZZ 500ML MARACUJA 500ML ;4;55,96;33,86;18,95;
F;11635;MASC TRAT NIELY GOLD 430G MAX QUERATINA V ;4;61,96;33,86;20,98;
T;24038;SAB LIQ 0A2 SUAVE 350ML ;4;70,96;33,81;23,99;
F;25004;MOLHO PARA PIPOCA CAMPILAR 150ML ;4;13,96;33,8;4,72;
T;24756;TESOURA ESC FX 13CM ;4;27,96;33,63;9,4;
F;18429;COND ELSEVE HIALURONICO 200ML ;4;61,96;33,59;20,81;
T;24055;LENCO UMED COTT LINE AMAR 70UN ;4;21,96;33,52;7,36;
F;103109;CR PENT PRO CACHOS ABAC 300ML ;4;51,96;33,44;17,37;
T;18372;MOLHO BARBECAT CHURRASCO 250G ;4;41,16;33,43;13,76;
F;25630;FRUTAS CRISTALIZADAS DUBOM 100G ;4;17,96;33,41;6;
F;23374;SH KERABR CONTROLE QUEDA 200ML ;4;69,96;33,33;23,32;
F;110965;IOGURTE NESTLE GREGO TORTA DE LIMAO 90G ;4;15,96;33,33;5,32;
T;16580;FARINHA UARINI CABOCA BACON 500G ;4;59,96;33,29;19,96;
T;16581;FARINHA UARINI CABOCA CAMARAO 500G ;4;59,96;33,29;19,96;
F;10635;COND ELSEVE LONGO DOS SONHOS  200ML ;4;59,96;33,22;19,92;
F;23622;KIT SH+CO ELSEVE DETOX 375ML/170ML ;4;110,96;33,17;36,81;
F;23369;AGUA MICELAR HIDRADERM 200ML ;4;59,96;33,05;19,82;
T;23481;CR PROCACHOS PRINCESI 500ML ;4;91,96;33,01;30,35;
F;23812;SHA BLACK BARBER ANTICASPA 3X1 280ML ;4;95,96;32,97;31,64;
F;14095;COND ELSEVE QUERA LISO 200ML ;4;57,16;32,95;18,84;
T;25018;CABIDE DE ROUPA PRETO C/10 ;4;43,96;32,95;14,48;
T;21019;OLEO ELETRICO PRONATUS 30ML ;4;39,96;32,8;13,11;
T;23757;LOC HID NIVEA CHERRY 200ML ;4;75,96;32,7;24,84;
F;14696;ESC DENTAL CONDOR INFANTIL HOTWH ;4;47,96;32,7;15,68;
T;10951;VELA SUPER IBRINK AZUL N 9 ;4;12,96;32,53;4,22;
F;16549;OLEO COCO EXT VIRG COPRA GF 250ML ;4;127,96;32,48;41,56;
T;20389;KIT COLEIRA + GUIA LEVE - M (037450) ;4;63,96;32,46;20,76;
T;23273;PO DESC YAMA AMETISTA REFIL 300G ;4;71,96;32,3;23,24;
F;107242;AZEITE DE DENDE DUBOM 500ML ;4;39,66;32,29;12,81;
T;23814;FORT UNHA MURIEL C/BLISTER 10ML ;4;33,96;32,27;10,96;
F;14441;CR TRAT PANTENE HIDRAT 270ML ;4;97,96;32,27;31,61;
T;20388;KIT COLEIRA + GUIA LEVE - P (037449) ;4;51,96;32,26;16,76;
F;19289;OLEO CAP VCAPILIT JABORANDI 80ML ;4;30,46;32,24;9,82;
F;102345;COND TURMA DA XUXINHA CAMOM 120ML ;4;39,96;32,23;12,88;
F;117837;ABS ALWAYS C/ABAS NOIT TRANQ SUAV 32UN ;4;127,96;32,22;41,23;
F;123588;RACAO BUDAY P/CAO FILHO 1KG ;4;63,96;32,21;20,6;
T;23813;SHA BLACK BARBER 2X1 280ML ;4;67,96;32,2;21,88;
T;11092;CADERNO C.D AMARELO 96FLS ;4;23,36;32,14;7,51;
T;13298;SHAMPOO JOHNSON GOTAS DE BRILHO 400ML;4;87,96;32,13;28,26;
F;23457;LAMP LED RAYOVAC BR BIV 4,9W ;4;33,96;32,11;10,9;
F;15394;PEQUI FATIADO CAMPILAR 140G ;4;91,96;32,1;29,52;
F;11333;ESCOVA CABELO CONDOR ECO MEDIOS/GROSSOS ;4;63,96;32,06;20,5;
T;23734;MEL POTE URSIN 200GR ;4;95,96;31,98;30,69;
F;10551;COLOR P COR&TON MEGA COLORS ;4;40,96;31,95;13,09;
F;20170;SAB LIQ J&J BABY CABEC AOS PES 400ML ;4;135,96;31,93;43,41;
F;112327;PRESERV BLOWTEX ACTION 3UN ;4;31,96;31,91;10,2;
F;23268;KIT COL YAMA  C 8.1 LOUR CL ACINZ ;4;31,96;31,91;10,2;
F;23267;KIT COL YAMA C 8.0 LOURO CLARO ;4;31,96;31,91;10,2;
T;17092;UVA THOMPSON T T 500G ;4;35,96;31,83;11,45;
T;20593;BISC MARILAN COCO 350G ;4;39,96;31,82;12,71;
F;24641;CARVAO FOGO DE OURO 5KG;4;87,96;31,79;27,96;
T;20875;TAMPICO UVA 2LT ;4;55,96;31,67;17,72;
F;20151;VINHO DE MESA TINTO SUAVE 1LT ;4;119,96;31,64;37,96;
F;23188;FOLHA DE BOLDO DONA ZEZINHA 10G ;4;9,36;31,62;2,96;
F;24253;SAND IPANEMA FANTASIA VIOL/AZL ;4;107,96;31,54;34,05;
T;116431;SHA ALYNE REC FORT 350ML ;4;35,96;31,51;11,33;
F;15555;COLOR COR&TON MARROM DOURADO 7.7 ;4;38,96;31,45;12,25;
F;18430;CR PENTEAR ELSEVE HIALURONICO 250ML ;4;48,96;31,38;15,36;
T;122753;ENERG BALY 1L ;4;51,96;31,37;16,3;
F;25536;RACAO ALL DOG ADULTO CARNE E CEREAIS 6KG ;4;195,96;31,34;61,41;
T;103484;PURIF AR GLADE GEL LAV 70G ;4;31,96;31,33;10,01;
F;103483;PURIF AR GLADE FRU FLO VIB 70G ;4;31,96;31,33;10,01;
F;24262;RACAO WHISKAS ADULTO PEIXE 900G ;4;123,96;31,3;38,8;
F;120674;PASTA C/ELAST ACP AMA ;4;15,96;31,29;4,99;
T;120675;PASTA C/ELAST ACP AZL ;4;15,96;31,29;4,99;
T;17923;ESMAL COLOR CREM NARIZ DE PALHACO 8ML ;4;15,96;31,29;4,99;
T;10452;KITEKAT SACHE ADULT CARNE ;4;11,96;31,24;3,74;
T;23244;CR MULTIF YAMASTEROL BABOSA 320G ;4;29,96;31,24;9,36;
F;25011;PIMENTA BICO CAMPILAR 160G ;4;76,96;31,24;24,04;
T;25546;DESOD DOVE CLEAN COMFORT ROLLON 30ML ;4;31,96;31,23;9,98;
T;111755;VINHO ROSATO MARTINI 750ML ;4;199,96;31,22;62,44;
F;118875;DEO COL CIA DA NATUREZA BELLE 300ML ;4;43,96;31,21;13,72;
T;17020;PIMENTA DO REINO EM GRAOS DUBOM 100G ;4;31,96;31,16;9,96;
T;20271;SHA MONANGE QUIMICA SEM DRAMA 325ML ;4;23,96;31,16;7,47;
T;17087;SH S LINE MEU LISO OL ESSENCIAIS 300ML ;4;63,96;31,14;19,92;
T;25522;RACAO KDENGO CARNES NOBRES E ERVAS FINAS 3 KG ;4;139,96;31,12;43,56;
F;24249;SAND RIDER STREET AD AZL/BCO ;4;127,96;31,12;39,82;
F;19859;PRESERV RILEX RETARDANTE C/3UN ;4;19,96;31,11;6,21;
T;24257;SAND IPANEMA BRASIL MASC AD AZL/BCO ;4;167,96;31,09;52,22;
T;119862;ESCOVA CONDOR PLAST OVAL MULT ;4;39,96;31,07;12,41;
T;25826;PANETTONE VISCONTI GOTAS 750G ;4;111,96;31,05;34,76;
T;20514;CERA LIQ POLIF BRIL MAX AMARELO 750ML ;4;63,96;31,03;19,84;
F;103377;ALCOOL LIQ NOBRE 54 HID 1L ;4;39,66;31;12,3;
T;106267;GEL MASSAG ARNICA EXT FORTE PT 200G ;4;41,96;31;13,01;
T;101432;VODKA SKARLOFF GREEN APPLE 1L ;4;95,96;30,99;29,74;
F;107420;ADOC LINEA 75ML ;4;59,46;30,95;18,4;
F;25419;BISC PARATI MINI GOIAB 100G ;4;25,96;30,94;8,03;
F;23383;KIT NUTRIEX UNICORNIO SH250+CD230ML +BD ;4;112,96;30,91;34,92;
F;24197;AZEITE GALLO TU DIA A DIA VD 500ML ;4;143,96;30,86;44,43;
T;113659;PRATO NADIR FUNDO ACQUA UN ;4;27,96;30,77;8,6;
T;25751;ESM IMP GLIT DISCO DISCO BALL ;4;19,96;30,73;6,13;
T;21095;ESPELHO BUDEPLAST N14 ;4;27,96;30,66;8,57;
T;20154;CANELA EM PO PREDILETO 30G ;4;13,96;30,59;4,27;
T;25041;ESM IMP ACALMA PEROL LAV PACIFIC ;4;19,96;30,55;6,1;
T;25038;ESM IMP ACALMA CREM F BEM ESTAR ;4;19,96;30,55;6,1;
T;11328;FITA DENTAL MENTA 12X1 ;4;33,16;30,54;10,13;
F;102235;COND PALMOLIVE ILUM PTO 350ML ;4;43,96;30,53;13,42;
T;24258;SAND IPANEMA SUPER PETS CZA/PTO ;4;131,96;30,42;40,15;
F;25077;GELATINA ROYAL MORANGO 25G ;4;7,16;30,42;2,18;
F;26037;BALA FINI BURGUERS 90G ;4;23,96;30,38;7,28;
F;24250;SAND IPANEMA ELO PRINT AZL/BGE ;4;91,96;30,35;27,91;
T;13870;SHA PALMOLIVE SEMPRE LONGO 350ML ;4;39,96;30,34;12,12;
T;17053;MASC H FLY ENERG OL DE CAFE 250GR ;4;58,09;30,34;17,62;
F;23548;ESC DENT TOPZ PLUS ANAT MAC 1UND ;4;15,96;30,33;4,84;
F;24659;LUVA LIMPEZA AMARELA G TALGE ;4;29,96;30,29;9,08;
T;10644;CR PENT ALYNE CCP 300G RECONST E FORT ;4;28,96;30,27;8,77;
F;23316;BLOCO POLIDOR QUAD RASKALO ;4;35,96;30,26;10,88;
F;117429;SHA CLEAR ANTICASPA DETOX DIA 200ML ;4;67,96;30,25;20,56;
F;117066;APONTADOR COMUM LEO&LEO ;4;3,96;30,25;1,2;
F;16422;SAND IPANEMA CLASS FINE PTO/PTO ;4;47,96;30,24;14,5;
F;114193;VINAGRE MINHOTO MACA 750ML ;4;39,96;30,23;12,08;
T;109242;COLA COMPACTOR ISOPOR 90G ;4;19,16;30,16;5,78;
F;24206;ARROZ INTEGRAL SO AQUECER 250G ;4;23,96;30,15;7,22;
T;14184;CR DENT GEL LILICA KIDS 50G;4;23,96;30,15;7,22;
T;15636;HIDRA CORP MONANGE SOS FIRMADOR 200ML ;4;58,36;30,15;17,59;
F;24244;SAND IPANEMA KIREI VRM/RSA ;4;115,96;30,12;34,93;
T;121033;ROLO ADESI BETTANIN NOVICA MAX 30FLS ;4;69,96;30,11;21,07;
T;14492;ESPUM MASSIMILIANO DEMI-SEC 750ML ;4;185,56;30,11;55,87;
T;18443;COLA BASTAO 40G LEO & LEO ;4;19,56;30,1;5,89;
F;13873;CJ FACA E GARFO MOR TRINCHANTE ;4;143,96;30,09;43,31;
T;21424;SAND HAV KIDS SL GLITTER II AZU NAVAL 33/34 ;4;167,96;30,08;50,52;
F;24151;ENX BUCAL C/ FLUOR FREEGELS CEREJA 500ML ;4;61,96;30,06;18,63;
T;117573;ESPUM GEORGES AUBERT ROSE BRUT 750ML ;4;257,16;30,05;77,28;
F;22860;SHA T XUXINHA 2 EM 1 210ML ;4;63,96;30,05;19,22;
F;100762;CHA DR OETKER CARQUEJA 15G ;4;27,96;30,04;8,4;
F;10489;DESENTUP BRILHUS PLAST ;4;21,56;30,01;6,47;
T;103516;MOLHO SOJA SAKURA PREMIUM 150ML ;4;38,76;29,97;11,62;
F;22064;ENX BUCAL ICEFRESH MENTA PLUS LEV 500ML ;4;67,96;29,96;20,36;
T;107239;RACAO CONFIANCA P/CAO ADULTO 10KG ;4;449,96;29,93;134,65;
T;115100;PO DESC YAMA QUER 20G ;4;19,96;29,86;5,96;
T;25697;BATATA PALHA CEB&SALSA VISCONTI 140G ;4;39,96;29,83;11,92;
T;20178;CHAMPIGNON PT INTEIRO PRAMESA 200G ;4;43,96;29,81;13,1;
F;25468;SABAO BARRA YPE FRUT 180G ;4;15,96;29,78;4,75;
T;10561;AGUA MICELAR L'OREAL PAR 100ML 5EM1 ;4;87,96;29,74;26,16;
F;25785;CATCHUP 100% NORDESTINO TAMBAU 190G ;4;9,96;29,72;2,96;
F;120239;SAND HAVAIANAS COLOR VDE FLH 39/40 ;4;59,96;29,67;17,79;
T;103085;COND NEUTROX CLASS 100ML ;4;19,96;29,66;5,92;
T;118159;ENX BUCAL COLGATE PLAX ICE 500ML ;4;87,96;29,66;26,09;
